ARTUR;АРТУР
KUMSISHVILI;КУМСИШВИЛИ
KUCHAVA;КУЧАВА
LOMOURI;ЛОМУРИ
LOKHVITSKY;ЛОХВИЦКИЙ
MEIERING-MIKADZE;МАЙЕРИНГ-МИКАДЗЕ
MALASHKHIA;МАЛАШХИЯ
MARGHVILASHVILI;МАРГВЕЛАШВИЛИ
KITTY;КИТИ
MEKVABISHVILI;МЕКВАБИШВИЛИ
MIKELADZE;МИКЕЛАДЗЕ
AKA;АКА
MORCHILADZE;МОРЧИЛАДЗЕ
LIGURI;ЛИГУРИ
MOSULISHVILI;МОСУЛИШВИЛИ
MIHO;МИХО
MOSHIASHVILI;МОШИАШВИЛИ
MKHEIDZE;МХЕИДЗЕ
NASARAYA;НАСАРАЯ
NATELASHVILI;НАТЕЛАШВИЛИ
OKRUASHVILI;ОКРУАШВИЛИ
BULAT;БУЛАТ
OKUDZHAVA;ОКУДЖАВА
OMANIDZE;ОМАНИДЗЕ
PAPAVA;ПАПАВА
PRILIPKO;ПРИЛИПКО
TAMRI;ТАМРИ
PKHAKADZE;ПХАКАДЗЕ
RATIANI;РАТИАНИ
RATNER;РАТНЕР
RCHEULISHVILI;РЧЕУЛИШВИЛИ
SAKVARELIDZE;САКВАРЕЛИДЗЕ
SAMSONIA;САМСОНИЯ
SANIKIDZE;САНИКИДЗЕ
YEVHEN;ЕВГЕНИЙ
SMIRNOV;СМИРНОВ
BENNY;БЕННИ
SUDAKOV;СУДАКОВ
TARGAMADZE;ТАРГАМАДЗЕ
TINTILOZOV;ТАТАШИДЗЕ
DAREJAN;ДАРЕЖАН
TVALTVADZE;ТВАЛТВАДЗЕ
TER-MARTIROSIAN;ТЕР-МАРТИРОСЯН
EKA;ЭКА
TKESHELASHVILI;ТКЕШЕЛАШВИЛИ
MZIA;МЗИЯ
NATELA;НАТЕЛА
TURNAVA;ТУРНАВА
BEZHAN;БЕЖАН
UBIRIA;УБИРИЯ
UGULAVA;УГУЛАВА
USUPASHVILI;УСУПАШВИЛИ
KHADURI;ХАДУРИ
DAWID;ДАВИД
CHANTADZE;ХАНТАДЗЕ
KHANUMYAN;ХАНУМЯН
KATEVAN;КЕТЕВАН
KHARAIDZE;ХАРАИДЗЕ
TINA;ТИНА
KHIDASHELI;ХИДАШЕЛИ
KHINTIBIDZE;ХИНТИБИДЗЕ
KHUBUA;ХУБУА
KHUSKIVADZE;ХУСКИВАДЗЕ
KHUTSURAULI;ХУЦУРАУЛИ
TSEREDIANI;ЦЕРЕДИАНИ
PETRE;ПЕТРЕ
TSISKARISHVILI;ЦИСКАРИШВИЛИ
VASIL;ВАСИЛИЙ
TEA;ТЕЯ
TSULUKIANI;ЦУЛУКИАНИ
CHALIDZE;ЧАЛИДЗЕ
TCHIABERASHVILI;ЧИАБЕРАШВИЛИ
CHIGOGIDZE;ЧИГОГИДЗЕ
RAUL;РАУЛЬ
PIKRIA;ПИКРИЯ
IVANE;ВАНО
CHKHETIANI;ЧХЕТИАНИ
SHATASHVILI;ШАТАШВИЛИ
SEBASTIAN;СЕБАСТИАН
SHAUMYAN;ШАУМЯН
SHARVASHIDZE;ШЕРВАШИДЗЕ
SCHCHIAN;ШХИЯН
IAKOBASHVILI;ЯКОБАШВИЛИ
YAROSHENKO;ЯРОШЕНКО
ABALYAN;АБАЛЯН
ABASHVILI;АБАШВИЛИ
ABOV;АБОВ
EVGENY;ЕВГЕНИЙ
ABUSERIDZE;АБУСЕРИДЗЕ
AVAGYAN;АВАКЯН
AVET;АВЕТ
AGHAJANOV;АГАДЖАНОВ
AGADZANIAN;АГАДЖАНЯНЦ
HASAN;ГАСАН-БЕК
AGALAROV;АГАЛАРОВ
IDRIS;ИДРИС
AGAMIRZIAN;АГАМИРЗЯН
ABEL;АБЕЛ
AGANBEGYAN;АГАНБЕГЯН
NATALIA;НАТАЛИЯ
AGAPEVA;АГАПЬЕВА
AHARONOV;АГАРОНОВ
AHARONYAN;АГАРОНЯН
NIKOL;НИКОЛ
AGHBALIAN;АГБАЛЯН
AGNIASHVILI;АГНИАШВИЛИ
LEYLA;ЛЕЙЛА
SATENIK;САТЕНИК
ADELKHANOV;АДЕЛЬХАНОВ
ADZHAMOV;АДЖАМОВ
FRED;ФРЕД
ADRA;АДРА
AZATYAN;АЗАТЯН
AZGALDYAN;АЗГАЛДЯН
SOFYA;СОФЬЯ
AKIMOVA;АКИМОВА
AKOPOV;АКОПОВ
ARTO;АРТО
XADICA;ХАДИДЖА
ALIBAYOVA;АЛИБЕКОВА
MAQSUD;МАКСУД
ABRAHAM;АБРАМ
ALIKHANIAN;АЛИХАНЬЯН
GEVORK;ГЕВОРК
ALIKHANOV;АЛИХАНЯН
NAIBA;НАИБА
ALLAHVERDIYEVA;АЛЛАХВЕРДИЕВА
HENRIKH;ГЕНРИХ
ALTUNYAN;АЛТУНЯН
ALKHAZIAN;АЛХАЗОВ
AMAS;АМАС
AMEDYAN;АМЕДЯН
AMINASHVILI;АМИНАШВИЛИ
ELIZBAR;ЭЛИЗБАР
ANASASHVILI;АНАСАШВИЛИ
ETERI;ЭТЕРИ
KIRA;КИРА
ANDRONIKOVA;АНДРОНИКАШВИЛИ
ANDRONIKASHVILI;АНДРОНИКОВ
YASSE;ЯССЕ
SALOMEA;САЛОМЕЯ
ANDRONIKOVA;АНДРОНИКОВА
MARQARITA;МАРГАРИТА
ANNENSKAYA;АННИНСКАЯ
ANPILOGOV;АНПИЛОГОВ
ANTONYAN;АНТОНЯН
TIMUR;ТИМУР
APASYAN;АПАСЯН
APOYAN;АПОЯН
ARAB-OGLY;АРАБ-ОГЛЫ
ARABADZHYAN;АРАБАДЖЯН
MOISSEI;МОИСЕЙ
ARGOUTINSKI-DOLGOROUKI;АРГУТИНСКИЙ-ДОЛГОРУКИЙ
ARGUTINSKY-DOLGORUKOV;АРГУТИНСКИЙ-ДОЛГОРУКОВ
SALOME;САЛОМЕЯ
ARESHYAN;АРЕШЯН
ARSUMANJAN;АРЗУМАНЯН
ARMENYAN;АРМЕНЯН
TBILISI;БАГРАТИОНИ
CLARA;КЛАРА
ARSENEVA;АРСЕНЕВА
ARSYONOV;АРСЕНОВ
ARSENYAN;АРСЕНЯН
ARUTYUNOV;АРУТЮНОВ
ARMAIS;АРМАИС
ARUTUNOFF;АРУТЮНОВ
ARUTYUNIAN;АРУТЮНЯН
ARUTYUNYAN;АРУТЮНЯН
ALEKSEY;АЛЕКСЕЙ
ASKAROV;АСКАРОВ
ASLANASVILI;АСЛАНАШВИЛИ
ARUS;АРУСЬ
ASRYAN;АСРЯН
ATABEKOV;АТАБЕКОВ
ANAIDA;АНАИДА
ATABEKOVA;АТАБЕКОВА
ATANESYAN;АТАНЕСЯН
GIWI;ГИВИ
ACHWLEDIJANI;АХВЛЕДИАНИ
GEVORG;ГЕОРГИЙ
ASHUGHYAN;АШУГЯН
NISAN;НИСАН
BABALIKASHVILI;БАБАЛИКАШВИЛИ
TBILISI;ТБИЛИСИ
BAGRATION-GRUZINSKY;БАГРАТИОН-ГРУЗИНСКИЙ
GEORGIA;ГЕОРГИЕВИЧ
BADALOV;БАДАЛОВ
BAZHBEUK-MELIKYAN;БАЖБЕУК-МЕЛИКОВ
BAZJBEOEK-MELIKJAN;БАЖБЕУК-МЕЛИКЯН
LAVINIA;ЛАВИНИЯ
BAZHBEUK-MELIKYAN;БАЖБЕУК-МЕЛИКЯН
BAZADZE;БАЗАДЗЕ
VAQIF;ВАГИФ
BAYSOGOLOV;БАЙСОГОЛОВ
ABDULLA;АБДУЛЛА-АГА
BAKIXANOV;БАКИХАНОВ
ZAKARIA;ЗАХАРИЙ
LEO;ЛЕОНИД
BAKUR;БАКУР
BAKURADZE;БАКУРАДЗЕ
REVAZI;РЕВАЗ
BARABADZE;БАРАБАДЗЕ
BARDZIMASHVILI;БАРДЗИМАШВИЛИ
BARKALAIA;БАРКАЛАЯ
BARSAMOV;БАРСАМОВ
BARSEGHOV;БАРСЕГОВ
SARGIS;СЕРГЕЙ
YELIZAVETA;ЕЛИЗАВЕТА
BARYATINSKAYA;БАРЯТИНСКАЯ
LISA;ЭЛИЗАБЕТ
BAUER;БАУЭР
BAKHMETEFF;БАХМЕТЕВ
BAKHTIDZE;БАХТИДЗЕ
BATSASHVILI;БАЦАШВИЛИ
BACHIASHVILI;БАЧИАШВИЛИ
YEVGENY;БАШИНДЖАГЯН
BASHINDZHAGYAN;АРТЕМОВИЧ
BASHKIROV;БАШКИРОВ
BEBUTOV;БЕБУТОВ
BEZRODNY;БЕЗРОДНЫЙ
EMZARIOS;ЭМЗАРИОС
BENTINIDIS;БЕНТИНИДИС
BERENS;БЕРЕНС
BERIANIDZE;БЕРИАНИДЗЕ
ZARBEG;ЗАРБЕГ
BERIASHVILI;БЕРИАШВИЛИ
BERIEV;БЕРИЕВ
BERIA;БЕРИЯ
BERMONDT-AVALOV;БЕРМОНДТ-АВАЛОВ
FJODOR;ФЁДОР
BERNSJTAM;БЕРНШТАМ
BERNSHTEYN;БЕРНШТЕЙН
BEROYAN;БЕРОЯН
DEVORAH;ДВОРА
BERTONOV;БЕРТОНОВА
BESTAVASHVILY;БЕСТАВАШВИЛИ
BIRJUKOVA;БИРЮКОВА
BICHINASHVILI;БИЧИНАШВИЛИ
BICHURINA;БИЧУРИНА
BIASI;БИЯЗИ
BLIADZE;БЛИАДЗЕ
BOGUSLAVSKY;БОГУСЛАВСКИЙ
GIGA;ГИГА
BOKERIA;БОКЕРИЯ
BOKIY;БОКИЙ
GLEB;ГЛЕБ
BOKII;БОКИЙ
BOLDYREV;БОЛДЫРЕВ
VITOLD;ВИТОЛЬД
BORDZILOVSKY;БОРДЗИЛОВСКИЙ
MARIYA;МАРИЯ
BORODAYEVSKAYA;БОРОДАЕВСКАЯ
BOSTANJYAN;БОСТАНДЖЯН
GENNADY;ГЕННАДИЙ
BOCHAROV;БОЧАРОВ
ELENA;ЕЛЕНА
BOTCHORICHVILI;БОЧОРИШВИЛИ
EDOEARD;ЭДУАРД
BRAGOVSKIY;БРАГОВСКИЙ
BRANDON;БРЕНДОН
STONE;СТОУН
BRUNOV;БРУНОВ
BRUSILOV;БРУСИЛОВ
BUBNOV;БУБНОВ
BUNIATOV;БУНИАТЯН
TEODOR;ТЕОДОР
BUNIMOVICH;БУНИМОВИЧ
BESARION;БЕСАРИОН
VARDZELASHVILI;ВАРДЗЕЛАШВИЛИ
VARSIMASHVILI;ВАРСИМАШВИЛИ
VARTANOV;ВАРТАНОВ
AKSEL;АКСЕЛЬ
VARTANYAN;ВАРТАНЯН
VARDANYAN;ВАРТАНЯН
VASILYEVA-SHVEDE;ВАСИЛЬЕВА-ШВЕДЕ
WACZNADZE;ВАЧНАДЗЕ
VASHADZE;ВАШАДЗЕ
VEBER;ВЕБЕР
VEDENEEV;ВЕДЕНЕЕВ
VEDENEYEVA;ВЕДЕНЕЕВА
FIRUDIN;ФИРИДУН-БЕК
ALEXEI;АЛЕКСЕЙ
CHRISTOPHOR;ХРИСТОФОР
VERMISHEV;ВЕРМИШЕВ
SEDA;СЕДА
VERMISHEVA;ВЕРМИШЕВА
WITTE;ВИТТЕ
VLASENKO;ВЛАСЕНКО
CESAR;ЦЕЗАРЬ
VOLPE;ВОЛЬПЕ
VORONOV;ВОРОНОВ
VORONTSOVA-DASHKOVA;ВОРОНЦОВА-ДАШКОВА
VRONSKY;ВРОНСКИЙ
VYRUBOV;ВЫРУБОВ
GIGO;ГЕОРГИЙ
IRINA;ИРИНА
TEYMURAZ;ТЕЙМУРАЗ
GABESKIRIA;ГАБЕСКИРИЯ
GABICHVADZE;ГАБИЧВАДЗЕ
GABRIEL;ГАВРИИЛ
URGEBADZE;САМТАВРИЙСКИЙ
GAGAMARU;ГАГАМАРУ
MASARU;МАСАРУ
GAGUNASHVILI;ГАГУНАШВИЛИ
GADABADZE;ГАДАБАДЗЕ
KHADIJA;ХАДИДЖА
GAYIBOVA;ГАИБОВА
ABDULHAMID;АБДУЛГАМИД-БЕК
GAYTABASHI;ГАЙТАБАШЫ
ERAST;ЭРАСТ
GALUMOV;ГАЛУМОВ
GREGORY;ГРИГОРИЙ
GARIBIAN;ГАРИБЯН
GASOYAN;ГАСОЯН
GASPAROV;ГАСПАРОВ
TAKO;ТАКО
GWASALIA;ГВАСАЛИЯ
GVAKHARIYA;ГВАХАРИЯ
SOPIO;СОПИО
GHVINIANIDZE;ГВИНИАНИДЗЕ
GHEVONDYAN;ГЕВОНДЯН
VLADIMER;ВЛАДИМЕР
ELENE;ЭЛЕНЕ
GEDEVANISHVILI;ГЕДЕВАНИШВИЛИ
GEKKER;ГЕККЕР
GERSEVANOV;ГЕРСЕВАНОВ
GIGAURI;ГИГАУРИ
GIGASHVILI;ГИГАШВИЛИ
REZO;РЕВАЗ
GIGINEISHVILI;ГИГИНЕИШВИЛИ
ROLAND;РОЛАНД
GIGOLAYEV;ГИГОЛАЕВ
GIKAYEV;ГИКАЕВ
PAWLE;ПАВЕЛ
GILASZWILI;ГИЛАШВИЛИ
SEMEN;СЕМЁН
GIRGOLAV;ГИРГОЛАВ
GLUZDOVSKIY;ГЛУЗДОВСКИЙ
GOVOROV;ГОВОРОВ
GOGUITIDZE;ГОГИТИДЗЕ
LERI;ЛЕРИ
YAN;ЯН
GODOVSKY;ГОДОВСКИЙ
IRENE;ИРЕН
GALITZINE;ГОЛИЦЫНА
LUBA;ЛЮБА
GOLOVINA;ГОЛОВИНА
GIORGIO;ДЖОРДЖИО
GOMELSKY;ГОМЕЛЬСКИЙ
GONGADZE;ГОНГАДЗЕ
DZMITRY;ДМИТРИЙ
GARA;ГОРА
GORBACHYOV;ГОРБАЧЁВ
GORBUNOVA;ГОРБУНОВА
GORGODZE;ГОРГОДЗЕ
GORDELADZE;ГОРДЕЛАДЗЕ
GORDELI;ГОРДЕЛИ
GOTUA;ГОТУА
GOCHASHVILI;ГОЧАШВИЛИ
JONAS;ЙОНАС
GRAICIUNAS;ГРАЙЧЮНАС
GREBNEV;ГРЕБНЕВ
ROUBEN;РУБИК
GREGORIAN;ГРИГОРЯН
BORIS;ГРИГОЛАШВИЛИ
GRIGOLASHVILI;АРКАДЬЕВИЧ
GRIGOROV;ГРИГОРОВ
ARTSVIN;АРЦВИН
GRIGORIAN;ГРИГОРЯН
HENRIK;ГЕНРИХ
GRIGORYANTS;ГРИГОРЯНЦ
EDOUARD;ЭДУАРД
GRIKUROV;ГРИКУРОВ
ELDA;ЭЛЬДА
GRIN;ГРИН
GRUZENBERG;ГРУЗЕНБЕРГ
BESSARION;ВИССАРИОН
GUDASHVILI;ГУДАШВИЛИ
LEVAN;ЛЕВОН
GUDUSHAURI;ГУДУШАУРИ
GULAZYAN;ГУЛАЗЯН
GULAKYAN;ГУЛАКЯН
NURBEY;НУРБЕЙ
SOPIKO;СОФИКО
GURAMISHVILI;ГУРАМИШВИЛИ
GURIELI;ГУРИЕЛИ
GURKO-KRYAZHIN;ГУРКО-КРЯЖИН
GUTSKO;ГУЦКО
AREG;АРЕГ
DABAGYAN;ДАБАГЯН
VASSILI;ВАСИЛИЙ
DAVIDENKO;ДАВИДЕНКО
DAVIDIAN;ДАВИДЯН
SARA;САРА
LIONEL;ЛИОНЕЛЬ
MINGRELIA;ДАДИАНИ
DALAKISHVILI;ДАЛАКИШВИЛИ
DANYLOVSKYI;ДАНИЛОВСКИЙ
ZHAN;ЖАН
DANIEL;ДАНИЭЛЬ
DANKO;ДАНЬКО
DARSADZE;ДАРСАДЗЕ
DAVID;ДЭВИД
DATUNA;ДАТУНА
DAUSHVILI;ДАУШВИЛИ
DELIBASH;ДЕЛИБАШ
DZHAGARYAN;ДЖАГАРЯН
ALLA;АЛЛА
DZHALILOVA;ДЖАЛИЛОВА
ORBELIANI;ДЖАМБАКУРИАН-ОРБЕЛИАНИ
DZHANDZHGAVA;ДЖАНДЖГАВА
GRIGORIY;ГРИГОРИЙ
DZHANSHIEV;ДЖАНШИЕВ
DZINDZICHASHVILI;ДЖИНДЖИХАШВИЛИ
JINORIA;ДЖИНОРИЯ
JOXADZE;ДЖОХАДЗЕ
VISSARION;ВИССАРИОН
DZAMASHVILI;ДЗАМАШВИЛИ
DZENELADZE;ДЗНЕЛАДЗЕ
DIDEBULIDZE;ДИДЕБУЛИДЗЕ
DILPESEND;ДИЛЬПЕСЕНД
KADIN;ЭФЕНДИ
DOBROVOLSKY;ДОБРОВОЛЬСКИЙ
DOVLATOV;ДОВЛАТОВ
DOLUKHANYAN;ДОЛУХАНЯН
TEA;ТЕА
DONGUZASHVILI;ДОНГУЗАШВИЛИ
JULIA;ЮЛИЯ
DUBINA;ДУБИНА
DUBROVSKIY-ESHKE;ДУБРОВСКИЙ-ЭШКЕ
KATHERINA;ЕКАТЕРИНА
DURYAN-ARMENYAN;ДУРЯН-АРМЕНЯН
DYACHKOV;ДЬЯЧКОВ
EVGENIDZE;ЕВГЕНИДЗЕ
YEVLAKHOV;ЕВЛАХОВ
YEGHIAZAROV;ЕГИАЗАРОВ
YANA;ЯНА
EGORIAN;ЕГОРЯН
YEPRIKYAN;ЕПРИКЯН
YERAMYAN;ЕРАМЯН
YEREMYAN;ЕРЕМЯН
ERZINKYAN;ЕРЗНКЯН
ERITSYAN;ЕРИЦЯН
KIM;КИМ
YERITSYAN;ЕРИЦЯН
DMITRI;ДМИТРИЙ
YERMAKOV;ЕРМАКОВ
YERMOLOV;ЕРМОЛОВ
EFIMOV;ЕФИМОВ
ALFONS;АЛЬФОНС
ZHABA;ЖАБА
ZHELYABUZHSKY;ЖЕЛЯБУЖСКИЙ
ZHIZHCHENKO;ЖИЖЧЕНКО
NANUKA;НАНУКА
HAKOB;ЯКОВ
ZAGYU;ЗАГЮ
ZAICHIK;ЗАЙЧИК
SALZMANN;ЗАЛЬЦМАН
ZAKHAROV;ЗАХАРОВ
ZAKHAROVA;ЗАХАРОВА
MILITSA;МИЛИЦА
ZYORNOVA;ЗЁРНОВА
ZUBOV;ЗУБОВ
ZURABOV;ЗУРАБОВ
TELMAN;ТЕЛЬМАН
ZURABYAN;ЗУРАБЯН
BEY;БЕЙ
RAZUMNIK;РАЗУМНИК
IVANOV-RAZUMNIK;ИВАНОВ-РАЗУМНИК
ALEKSANDR;ИВАНОВ
IVANOV;ПЕТРОВИЧ
IVANYAN;ИВАНЯН
IVASHKEVICH;ИВАШКЕВИЧ
RYURIK;РЮРИК
IVNEV;ИВНЕВ
IGITYAN;ИГИТЯН
IGNATOWSKI;ИГНАТОВСКИЙ
ASGAR;АСКЕР
ISMAYILOV;ИЗМАЙЛОВ
ILARIANI;ИЛАРИАНИ
IMNAISHVILI;ИМНАИШВИЛИ
ABGAR;АБГАР
HOVHANNISYAN;ИОАННИСИАНИ
HOVHANNISYAN;ИОАННИСЯН
IONESSIAN;ИОНЕСЯН
ISELIDZE;ИСЕЛИДЗЕ
RAFAEL;РАФАЕЛ
ISRAELYAN;ИСРАЕЛЯН
ISRAFILBAYLI;ИСРАФИЛОВ
ISRAYELYAN;ИСРАЭЛЯН
ISFAHANLI;ИСФАХАНЛЫ
EVGENII;ЕВГЕНИЙ
KAGAROV;КАГАРОВ
DAVIT;ДАТА
KAJAIA;КАДЖАЯ
KAZNIN;КАЗНИН
KAZMINA;КАЗЬМИНА
OLVAR;ОЛЬВАР
KAKUCHAYA;КАКУЧАЯ
VELIMIR;ВЕЛИМИР
LEVON;ЛЕВАН
KALANTAROVA;КАЛАНТАРОВА
OKSANA;ОКСАНА
KALASHNIKOVA;КАЛАШНИКОВА
ZAKHAR;ЗАХАРИЙ
KALASHOV;КАЛАШОВ
KANDINASHVILI;КАНДИНАШВИЛИ
KAPURA;КАПУРА
KARAKHAN;КАРАХАН
DEMIS;ДЕМИС
KARIBIDIS;КАРИБИДИС
MICHAEL;МИХАИЛ
KARPOVICH;КАРПОВИЧ
KARTVELI;КАРТВЕЛИ
KASPARYAN;КАСПАРЯН
KASRADZE;КАСРАДЗЕ
HANNA;АННА
KASYANOVA;КАСЬЯНОВА
IOURI;ЮРИЙ
KATANOV;КАТАНОВ
KATANYAN;КАТАНЯН
KATANJAN;КАТАНЯН
KAUFFMANN;КАУФМАН
KAKHELASHVILI;КАХЕЛАШВИЛИ
KAKHELISHVILI;КАХЕЛИШВИЛИ
K'ACH'ARAVA;КАЧАРАВА
GEYSAR;КЕЙСАР
KASHIYEVA;КАШИЕВА
KVELIASHVILI;КВЕЛИАШВИЛИ
KVERENCHKHILADZE;КВЕРЕНЧХИЛАДЗЕ
KVIRTIYA;КВИРТИЯ
KVRIVISHVILI;КВРИВИШВИЛИ
KEKELIDZE;КЕКЕЛИДЗЕ
KENCHADZE;КЕНЧАДЗЕ
JANETA;ЖАНЕТ
KERDIKOSHVILI;КЕРДИКОШВИЛИ
KEHRER;КЕРЕР
KESSENIKH;КЕССЕНИХ
KETOYEV;КЕТОЕВ
KITOVANI;КИТОВАНИ
SOS;ИОСИФ
SOSYAN;КЛИДЖЯН
KLIMENKO;КЛИМЕНКО
KNIPPER;КНИППЕР
KOBALADZE;КОБАЛАДЗЕ
AMAYAK;АМАЯК
KOBULOV;КОБУЛОВ
BOGDAN;БОГДАН
KOZLOV;КОЗЛОВ
KOKOREV;КОКОРЕВ
GARUSH;ГАРУШ
KONSTANTINOV;КОНСТАНТИНОВ
KOPTSOV;КОПЦОВ
KORGALIDZE;КОРГАЛИДЗЕ
KORGANOV;КОРГАНОВ
GHORGANYAN;КОРГАНЯН
YONA;ЙОНА
KOSASHVILI;КОСАШВИЛИ
HAJKAZ;АЙКАЗ
KOSTANIAN;КОСТАНЯН
KOTANJYAN;КОТАНДЖЯН
KOKHADZE;КОХАДЗЕ
KOCHAR;КОЧАР
YERVAND;ЕРВАНД
KOCHAROVI;КОЧАРОВ
KOCZLAWASZWILI;КОЧЛАВАШВИЛИ
KOCHORASHVILI;КОЧОРАШВИЛИ
KRABBE;КРАББЕ
KRASNOV;КРАСНОВ
KRENKE;КРЕНКЕ
KRUASHVILI;КРУАШВИЛИ
YELENA;ЕЛЕНА
KUZMINA;КУЗЬМИНА
KLAVDIYA;КЛАВДИЯ
ALEKPER;АЛЕКПЕР
QULIYEV;КУЛИЕВ
POVILAS;ПАВЕЛ
KULVIETIS;КУЛЬВЕЦ
STANISLAW;СТАНИСЛАВ
KUNICKI;КУНИЦКИЙ
KURASHVILI;КУРАШВИЛИ
KUSHPELEV;КУШПЕЛЕВ
KIOUNER;КЮНЕР
KYUCHARIANTS;КЮЧАРИАНЦ
LABADZE;ЛАБАДЗЕ
LAZAREV;ЛАЗАРЕВ
LASJKARASJVILI;ЛАШКАРАШВИЛИ
LEVANDOVSKY;ЛЕВАНДОВСКИЙ
LEJAVA;ЛЕЖАВА
LEKSOVSKY;ЛЕКСОВСКИЙ
ELISABETH;ЕЛИЗАВЕТА
LEONSKAJA;ЛЕОНСКАЯ
LIPARTIA;ЛИПАРТИЯ
LISITSIAN;ЛИСИЦИАН
SRBUI;СРБУИ
LISITSYAN;ЛИСИЦИАН
LITVINOV;ЛИТВИНОВ
ZOYA;ЗОЯ
LODY;ЛОДИЙ
ENRI;ЭНРИ
LOLASHVILI;ЛОЛАШВИЛИ
LEVANI;ЛЕВАН
LOMINEISHVILI;ЛОМИНЕЙШВИЛИ
YAROSLAV;ЯРОСЛАВ
LOPATINSKII;ЛОПАТИНСКИЙ
LORDKIPANIDZE;ЛОРТКИПАНИДЗЕ
LORIG;ЛОРИГ
LORIS-MELIKOV;ЛОРИС-МЕЛИКОВ
BERTHOLD;БЕРТОЛЬД
LUBETKIN;ЛЮБЕТКИН
LUKAVA;ЛУКАВА
LJUSSIK;ЛЮСИК
LISSINOWA;ЛИСИНОВА
LYAKHOVSKY;ЛЯХОВСКИЙ
MAGAKYAN;МАГАКЬЯН
MAGHALASHVILI;МАГАЛАШВИЛИ
MAGRADZE;МАГРАДЗЕ
MAGHRADZE;МАГРАДЗЕ
MICHAEL;МИКАЭЛ
MAZMANYAN;МАЗМАНЯН
MAYA;МАЗУРЕНКО
MAZURENKO;ТИМОФЕЕВНА
MAISASHVILI;МАИСАШВИЛИ
MAISURADZE;МАИСУРАДЗЕ
MAYSURYAN;МАЙСУРЯН
MAISURYAN;МАЙСУРЯН
MAKAREVICH;МАКАРЕВИЧ
MAKARIDZE;МАКАРИДЗЕ
MAKIEV;МАКИЕВ
MALAGHURADZE;МАЛАГУРАДЗЕ
MALI;МАЛИ
ROMUALD;РОМУАЛЬД
MALINOWSKI;МАЛИНОВСКИЙ
MALISOV;МАЛИСОВ
MALKHASSIAN;МАЛХАСЯН
MAMADASHVILI;МАМАДАШВИЛИ
MAMALADZE;МАМАЛАДЗЕ
SHOVKAT;ШОВКЕТ
MAMUKASHVILI;МАМУКАШВИЛИ
MAMULASHVILI;МАМУЛАШВИЛИ
MAMULIYA;МАМУЛИЯ
ROUBEN;РУБЕН
MAMOULIAN;МАМУЛЯН
MANAGADZ;МАНАГАДЗЕ
YASHA;ЯША
MANASHEROV;МАНАШЕРОВ
MANVELYAN;МАНВЕЛЯН
IDA;ИДА
MANDENOVA;МАНДЕНОВА
MANTASHEV;МАНТАШЕВ
MANUSOV;МАНУСОВ
KAZBEK;КАЗБЕК
MARGISHVILI;МАРГИШВИЛИ
MARK;МАРК
DALET;ДАЛЕТ
MARKOISHVILI;МАРКОИШВИЛИ
MARTSVALADZE;МАРЦВАЛАДЗЕ
MARTSEVICH;МАРЦЕВИЧ
MASEVICH;МАСЕВИЧ
MATVEYEV;МАТВЕЕВ
MATINYAN;МАТИНЯН
MATKOVSKY;МАТКОВСКИЙ
GEORGES;ГЕОРГИЙ
MATCHABELLI;МАЧАБЕЛИ
TSOTNE;ЦОТНЭ
GOGLIDZE-MDIVANI;МДИВАНИ
POLIKARP;БУДУ
ELERU;ЭЛЕРУ
EFENDI;ЭФЕНДИ
ZHORES;ЖОРЕС
MEDVEDEV;МЕДВЕДЕВ
ROY;РОЙ
AK'AK'I;АКАКИЙ
MEIPARIANI;МЕЙПАРИАНИ
MELIK-AVAKYAN;МЕЛИК-АВАКЯН
MELIKOV;МЕЛИКОВ
MELIKISHVILI;МЕЛИКОВ
ALEKSANDER;АЛЕКСАНДР
MELIKYAN;МЕЛИКЯН
MENAGARISHVILI;МЕНАГАРИШВИЛИ
ALEXANDER;МИКАЕЛЯН
MIKAYELYAN;ЛЬВОВИЧ
NAMI;НАМИ
STEPHEN;СТЕПАН
MILAYEV;МИЛАЕВ
MILASHEVSKY;МИЛАШЕВСКИЙ
MINASYAN;МИНАСЯН
MINDIASHVILI;МИНДИАШВИЛИ
MINYAR-BELORUCHEV;МИНЬЯР-БЕЛОРУЧЕВ
MIRZOEVA;МАРИЯ
MOISEEVNA;МИРЗОЕВА
VIL;ВИЛЬ
MIRIMANOV;МИРИМАНОВ
MIKHAJLOV;МИХАЙЛОВ
MISHATKIN;МИШАТКИН
MOVSESIAN;МОВСЕСЯН
ALEX;АЛЕКСЕЙ
MODZALEVSKIY;МОДЗАЛЕВСКИЙ
VADIM;ВАДИМ
MODZMANASHVILI;МОДЗМАНАШВИЛИ
MOKULSKY;МОКУЛЬСКИЙ
AMIRKHAN;АМИРХАН
MORI;МОРИ
MOSESHVILI;МОСЕШВИЛИ
ALEKSEI;АЛЕКСЕЙ
MURAVLYOV;МУРАВЛЁВ
ROMEO;ROMEO
MURADYAN;MURADYAN
MURATOVA;МУРАТОВА
LIDZIYA;МУХАРИНСКАЯ
MUKHARYNSKAYA;САУЛОВНА
MUTSOYEV;МУЦОЕВ
OGANEZ;ОГАНЕЗ
MKHITARYAN;МХИТАРЯН
MCHEDLISHVILI;МЧЕДЛИШВИЛИ
MCHEDLOV;МЧЕДЛОВ
